state,region,ETC_mean,ETC_std,bandwidth_mean,bandwidth_std,max_scale_mean,max_scale_std,fluctuation_mean,fluctuation_std,mean_entropy_mean,mean_entropy_std
Anesthetized_Region_State,HV,23.15666666666667,0.6688556018244537,9.883333333333333,0.6023421718209857,35.56666666666667,3.93273909401694,5.934561687293382,0.6068071152732115,0.007771371354279534,0.007977876648310367
Anesthetized_Region_State,LC,23.89333333333333,0.7829798664489194,10.629999999999999,0.47281256766072877,28.85666666666667,3.972203708126081,5.739489351615331,0.68530895986636,0.01823211995101911,0.012749127798420997
Anesthetized_Region_State,LP,25.0,1.1298458851267856,10.74,0.5340799371913767,28.413333333333334,3.416868230667834,5.618958885253852,0.7676422919345224,0.02429141383805522,0.016236420409711908
Anesthetized_Region_State,MP,26.06,1.0077629715843663,10.476666666666667,0.44464889933312657,30.153333333333332,4.287410064067964,5.907978981917713,0.7731479352679146,0.04383860305270031,0.019321825483142374
Anesthetized_Region_State,MS,25.013333333333332,0.6745283580007042,10.68,0.5313612966581277,29.240000000000002,4.264173121930336,5.757243924809566,0.7122574963167976,0.02816309858710148,0.012566177369710205
Anesthetized_Region_State,PC,24.596666666666668,0.8323143194952143,10.506666666666666,0.46972723804450567,29.386666666666667,3.40250752699599,5.372799098853938,0.5217879664407343,0.024269718044225234,0.013674037471168328
Anesthetized_Region_State,PM,24.34,0.8273764101894199,10.2,0.5330458995569547,31.756666666666668,3.283362798164074,5.966833490831527,0.6953793113267734,0.02096013291637108,0.013510078753945932
Anesthetized_Region_State,TC,26.259999999999998,1.2486130236220587,10.81,0.5517058186613838,24.93,2.415203282655877,4.876352334234432,0.5280370880533299,0.039063155970844934,0.016361685829179424
Awake_Region_State,HV,24.740000000000002,0.8446994976790916,11.389999999999999,0.5274205284145691,24.69333333333333,3.056021002515541,4.855435327631606,0.5756577492610581,0.04572270460847994,0.01920373453256693
Awake_Region_State,LC,25.62,0.9778230571194781,11.59,0.5554432836746791,22.136666666666667,1.8553712024418658,4.3048960276191455,0.40432651377189816,0.05566544159749691,0.018522245640502054
Awake_Region_State,LP,23.7,1.1620433845542109,10.516666666666667,0.4698373404028056,34.89333333333333,9.340270000281626,6.6401680438064545,2.0714557717166304,0.02502877073004763,0.012443824328143753
Awake_Region_State,MP,28.276666666666664,0.9529204957730563,10.57,0.5503290551711009,15.946666666666665,1.896227349480947,3.184606487694824,0.36650066617074345,0.1528516157159983,0.04027731382439059
Awake_Region_State,MS,26.913333333333334,0.7890340376965234,10.96,0.5531103275864211,17.873333333333335,2.0872244122581636,3.434216073894264,0.4146983568567063,0.13275286498544203,0.036414843403020945
Awake_Region_State,PC,26.0,0.6405816322579097,11.49,0.44671212669674776,20.67,2.63898491456665,3.9816349654425585,0.5107884233959499,0.08135518714274141,0.024470582916363948
Awake_Region_State,PM,26.59,0.8260207895855805,11.323333333333332,0.5487813039273752,19.183333333333334,2.554925376241139,3.707007431554553,0.4734950601959356,0.08948124702140109,0.030014091424003256
Awake_Region_State,TC,26.67,0.9203260291874833,11.253333333333334,0.4446876729085052,19.006666666666668,2.387890907999305,3.7031419210738523,0.49284851709191646,0.10416649515212097,0.03359303283709385
Sleep_Region_State,HV,24.683333333333334,0.7273396651535972,11.353333333333333,0.5799722545880578,26.83,2.158407778417006,4.951759754881514,0.5925154590073337,0.029742985202527963,0.0138588306512166
Sleep_Region_State,LC,25.103333333333335,0.7044113871161165,11.746666666666666,0.45692626231745787,23.403333333333332,2.085662605923386,4.55811596235261,0.3998214539465197,0.042942429042821834,0.01781787434315444
Sleep_Region_State,LP,25.23,1.1486573871714112,11.116666666666667,0.6017694216073203,24.59333333333333,3.83746803498612,4.691353212900726,0.8037283638820737,0.046560148352633376,0.026068543670872205
Sleep_Region_State,MP,27.666666666666668,0.7853544481286159,10.889999999999999,0.4551240831185302,17.653333333333332,1.8191952243692302,3.53982143106788,0.3845763555262332,0.12618282771671294,0.035758846032652405
Sleep_Region_State,MS,26.42,0.7667216372096973,11.283333333333333,0.4161260861088017,19.19,2.4990135985058664,3.75705877012551,0.4836368020969117,0.10818036693662682,0.023350113472946896
Sleep_Region_State,PC,25.636666666666667,0.8926841868607649,11.336666666666668,0.37553027641689135,20.776666666666664,2.7425992369853547,4.173253972364269,0.5434374512610637,0.07815154989463363,0.029056872866538987
Sleep_Region_State,PM,26.153333333333332,0.7985907127163339,11.243333333333334,0.45385956610732214,20.040000000000003,2.137288001182809,3.942055734203521,0.4337470537410963,0.09125990424620602,0.025211066016361118
Sleep_Region_State,TC,26.636666666666667,0.8376829016269585,11.253333333333334,0.4673722088541373,18.03666666666667,2.1527021244895006,3.6119718424775824,0.4847248033069404,0.10340592100833514,0.0338248620494632
