,session,ETC_mean,ETC_std,bandwidth_mean,bandwidth_std,max_scale_mean,max_scale_std,fluctuation_mean,fluctuation_std,mean_entropy_mean,mean_entropy_std
0,Recording_1,25.17421875,3.2866861545660417,10.8140625,1.6303769224642959,27.703125,14.011421329682204,5.268119403029941,2.7588285341989236,0.05527362934316693,0.08202130103853661
1,Recording_2,25.378125,3.1875181092251057,10.80078125,1.6519231379676624,27.32109375,12.522537320570237,5.00394585841358,2.221749064001083,0.054125804170852596,0.07960875015134505
2,Recording_3,27.62421875,3.687801799181585,10.471875,1.6118665455770782,20.7734375,10.898074116502794,4.001161536211189,2.1179748798150726,0.12471745692318119,0.11858319574047319
3,Recording_4,28.25546875,3.0942279890343474,10.49296875,1.490112504673142,18.0953125,7.805411600556682,3.5100522633403712,1.479549936500575,0.14342152168580918,0.11661099795347903
