,session,ETC_mean,ETC_std,bandwidth_mean,bandwidth_std,max_scale_mean,max_scale_std,fluctuation_mean,fluctuation_std,mean_entropy_mean,mean_entropy_std
0,Recording_1,24.91875,3.273265794298579,10.5234375,1.673342685395849,28.7109375,12.17975373301417,5.290770664481861,2.2763570999452725,0.047774596124243555,0.08308912998405125
1,Recording_2,26.1765625,3.4432852554317464,10.54921875,1.5685780921698906,24.42109375,11.626384436508236,4.661689923504434,2.2191047379732716,0.083917587261994,0.10674047826726754
2,Recording_3,27.9515625,3.629972190525361,10.3203125,1.603034620989422,20.32578125,12.203293279429156,3.8611021738726996,2.400603749700521,0.13403831100333014,0.12607133731729944
3,Recording_4,28.25546875,3.4617830553632785,10.4,1.5923978899367155,18.740625,8.303841415378745,3.5588718567644775,1.6230104583717775,0.1396410581800631,0.12512154495404262
