,session,ETC_mean,ETC_std,bandwidth_mean,bandwidth_std,max_scale_mean,max_scale_std,fluctuation_mean,fluctuation_std,mean_entropy_mean,mean_entropy_std
0,Recording_1,25.6140625,2.559281026109095,11.50703125,1.4785240613927386,20.578125,6.983852004402025,4.050911127212531,1.4159734502540893,0.07014173699604928,0.0726223759493825
1,Recording_2,26.23203125,2.6473889534993233,11.33828125,1.4406486406020362,19.8015625,6.737894010435021,3.85634111789055,1.431137938851949,0.09235795474904215,0.08707516850167676
2,Recording_3,25.6734375,2.7189855871525133,11.51640625,1.4414980774834845,21.325,8.216328448068289,4.26143175350209,1.7248210080361541,0.07657229656132052,0.08237907496243935
3,Recording_4,26.34765625,3.0592651374466118,11.171875,1.504797514295692,21.45390625,9.968334558844436,4.263647985746568,2.036044763615908,0.085730250349101,0.0897267132908348
4,Recording_5,26.5328125,2.9338047349526097,11.19296875,1.4608084983737715,21.1640625,10.195337927763743,4.291016350382164,2.098712524932609,0.09303377379040921,0.08741569656641975
5,Recording_6,26.38046875,2.798931958530465,11.22890625,1.4312305920511708,20.5890625,7.7086228981528535,4.1486988064671575,1.7404305087437988,0.09272444994429602,0.08854667922851724
