,session,ETC_mean,ETC_std,bandwidth_mean,bandwidth_std,max_scale_mean,max_scale_std,fluctuation_mean,fluctuation_std,mean_entropy_mean,mean_entropy_std
0,Recording_1,25.7890625,2.774992604009333,11.3484375,1.488185653830136,21.91328125,8.562120617882933,4.283437599570409,1.6859036070049807,0.0707300498882655,0.08168456544337331
1,Recording_2,25.353125,2.6394474716186225,11.48984375,1.4848381417096743,22.41328125,7.970154169238564,4.413581086853342,1.592140895308691,0.059380316976163305,0.0700406734011094
2,Recording_3,26.10078125,2.524005036050716,11.42109375,1.4604588878888207,19.74375,6.697411190425418,3.825384838889653,1.2617592098177972,0.07727583475514394,0.07766972270551531
3,Recording_4,25.7359375,2.6671996124172086,11.43828125,1.490948509498225,21.81015625,7.988208078799853,4.193721246308063,1.547423509778275,0.06984717307008423,0.07761965864908232
4,Recording_5,26.75390625,2.8100512752382887,11.09140625,1.450864633625601,20.81875,9.475698311110907,4.125007400351128,1.825641320609848,0.09454029224282165,0.08498655646196375
5,Recording_6,26.53359375,2.850806158531013,11.159375,1.451183092872264,20.1625,7.660515827051921,4.054513188716031,1.6354701724495415,0.09806983552753587,0.09261168742670305
